Wavelength	I1	I1 dark	R1	R1dark	XCorrect	I1c	R1c	I1c/R1c	Abs	Percent T
nm	uA	uA	uA	uA		uA	uA	uA/uA	OD	T*100
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp	Dark subtracted Abs Detector	Corrected Ref Detector	Corrected Intensity 	-Log(T)	% Transmittance
800	0.167083616123138	0.00296760623890497	0.23744459530366	0.00103678390184019	1.34088253974915	0.164116009884233	0.316995106569009	0.517724111455663	0.00110499431244175	99.7458890666611
797	0.164595595503197		0.234113658503615		1.3260293006897	0.161627989264292	0.309066765035132	0.522954932556142	0.00108419718594926	99.7506657277251
794	0.176517365627679		0.252100716079447		1.31175875663757	0.173549759388774	0.329335311509838	0.52696978830826	0.00112363868283823	99.7416070426873
791	0.192204316630061		0.274896684692583		1.29830348491669	0.189236710391156	0.355553263575559	0.532231678843642	0.00108007650395374	99.7516121885701
788	0.179004575319279		0.255998572356597		1.28535497188568	0.176036969080374	0.327716402431187	0.537162521541283	0.0010309196883946	99.7629034881914
785	0.173803487693577		0.249043788372546		1.27193987369537	0.170835881454672	0.315449997942037	0.541562474462474	9.69632490574195E-4	99.7769829215951
782	0.181103733178323		0.259985524321256		1.25860202312469	0.178136126939418	0.325913408577469	0.546575017324196	8.53780564519327E-4	99.8036028719902
779	0.192058749842923		0.276335136530097		1.24614322185516	0.189091143604018	0.343061176115594	0.551187825288349	7.49656721771708E-4	99.827534054489
776	0.212159904929228		0.306108202283322		1.23451888561249	0.209192298690323	0.376616427452528	0.555451869440008	7.46271689830456E-4	99.8283121456746
773	0.240801099654261		0.348329565258534		1.22383856773376	0.237833493415356	0.425030300119852	0.559568325712993	6.91318244048166E-4	99.8409447188756
770	0.307235140297618		0.446464997605662		1.21381187438965	0.304267534058713	0.540666054981869	0.562764263180746	6.65482307381426E-4	99.8468843777005
767	0.453163120442667		0.660613436691374		1.20520555973053	0.450195514203763	0.794925449010399	0.566336773799619	5.9402351802411E-4	99.8633145300496
764	0.488498343079795		0.70990404470975		1.19851565361023	0.48553073684089	0.849588508410085	0.571489293975397	5.9989050498023E-4	99.8619654620078
761	0.394331478832044		0.572545558014955		1.19181299209595	0.391363872593139	0.681131582084838	0.574578954913872	5.83128416217166E-4	99.8658198223606
758	0.374435955840254		0.5442588555523		1.18398952484131	0.371468349601349	0.643169242496739	0.577559256657445	4.34958445544009E-4	99.899897252983
755	0.405572939968766		0.589961556175345		1.17633533477783	0.402605333729861	0.692773019151312	0.581150423876318	4.00274333180536E-4	99.9078758890696
752	0.452252607140642		0.658051760371043		1.16980671882629	0.449285000901737	0.768580533843173	0.58456463716971	4.02808883048E-4	99.9072928267346
749	0.497818925928294		0.724256423497616		1.16390073299408	0.494851319689389	0.841755868641237	0.587879857004357	3.35976846347694E-4	99.9226683885157
746	0.564275187869779		0.821170215834977		1.15848278999329	0.561307581630874	0.950110466392669	0.59078138962306	2.48409005458471E-4	99.9428180678085
743	0.65838033458848		0.957630216510413		1.15345752239227	0.655412728349575	1.1033898907134	0.59399921448058	1.75544449531491E-4	99.9595875647604
740	0.744563537979461		1.08160683466737		1.14841175079346	0.741595931740556	1.24093934385462	0.597608525681041	2.00711034931897E-4	99.9537952539786
737	0.883204427928409		1.28290386389232		1.14263534545898	0.880236821689504	1.46470663377743	0.600964590034937	2.22897342885519E-4	99.9486891586174
734	1.05001521797232		1.52420885499355		1.13635516166687	1.04704761173341	1.73086444509188	0.604927563624332	1.22009441298622E-5	99.9971906682551
731	1.10818515456849		1.60779162931777		1.12990951538086	1.10521754832959	1.81548758871976	0.608771745506099	2.74383632158497E-4	99.9368407877157
728	1.08312770288639		1.5739071909766		1.12338900566101	1.08016009664749	1.76694532263735	0.611314952878812	3.60157695603264E-4	99.9171050027996
725	1.06796795380146		1.55677981921887		1.11702907085419	1.06500034756255	1.73781019722805	0.612840429444662	4.14217496370022E-4	99.9046683662622
722	1.07003697692551		1.56539523910632		1.11090362071991	1.06706937068661	1.73785147199046	0.614016438047168	3.85841845437447E-4	99.9111960858796
719	1.03896375042614		1.52371913819863		1.10438621044159	1.03599614418724	1.68162939496811	0.616066861870529	5.47283242885257E-4	99.8740627439336
716	0.932524019100966		1.36953640810182		1.09723365306854	0.929556412862061	1.50156384188387	0.619058868449997	5.48442307831918E-4	99.8737961958296
713	0.756995403469336		1.11302178022055		1.08915162086487	0.754027797230431	1.21112026111794	0.622587055503816	6.11897201438764E-4	99.8592046723065
