"Start Time","Sample Name","Volume (ml)","Area (net)","CRM Volume (ml)","Drift","DIC Content (1x10-9 mol)","DIC (umol/L)","Rm Temp","Salinity","Density (kg/L)","DIC' (umol/kg)"
2024-06-06 13:41:04,"DIT_03_BC1-1",1.5,2007.440885,2.67515219622382,2.67467827097412,270.416842948594,180.277895299063,22,1.65,0.999025877503221,180.453679287683
2024-06-06 13:45:09,"DIT_03_BC1-2",1.5,2028.338978,2.70340348007757,2.70282673158332,273.262724613842,182.175149742561,22,1.65,0.999025877503221,182.352783691505
2024-06-06 13:50:13,"DIT_03_BL1-1",1.5,2314.633231,3.09043306249938,3.08950017159413,312.356402546819,208.23760169788,22,1.65,0.999025877503221,208.440648422751
2024-06-06 13:54:15,"DIT_03_BL1-2",1.5,2334.802805,3.11769949108132,3.11662644421377,315.098938380894,210.065958920596,22,1.65,0.999025877503221,210.270788426017
2024-06-06 13:59:15,"DIT_03_FC1-1",1.5,1765.522283,2.34811225556484,2.3475130568088,237.339599491957,158.226399661305,22,0,0.99777303695451,158.57955045995
2024-06-06 14:03:16,"DIT_03_FC1-2",1.5,1778.861832,2.36614545052095,2.36547024036519,239.155116871473,159.436744580982,22,0,0.99777303695451,159.792596788974
2024-06-06 14:08:15,"DIT_03_FL1-1",1.5,1632.300546,2.16801519563322,2.16746121761251,219.135896096702,146.090597397801,22,0,0.99777303695451,146.416661893081
2024-06-06 14:12:15,"DIT_03_FL1-2",1.5,1645.022327,2.1852132551,2.18459571704403,220.868237998177,147.245491998785,22,0,0.99777303695451,147.574134141989
2024-06-06 14:17:11,"DIT_03_SC1-1",1.5,2031.906183,2.70822583975506,2.70693555512984,273.678137227666,182.452091485111,22,3.3,1.00027384165529,182.402142180568
2024-06-06 14:21:13,"DIT_03_SC1-2",1.5,2041.253857,2.72086258089438,2.71946687270467,274.94508562043,183.296723746953,22,3.3,1.00027384165529,183.246543210235
2024-06-06 14:26:13,"DIT_03_SL1-1",1.5,2341.091024,3.12620027916297,3.12414119308166,315.858698792626,210.572465861751,22,3.3,1.00027384165529,210.514818135489
2024-06-06 14:30:16,"DIT_03_SL1-2",1.5,2359.220376,3.15070861441809,3.1484900376691,318.320429518985,212.213619679323,22,3.3,1.00027384165529,212.155522659819
2024-06-06 14:35:16,"DIT_03_BC2",1.5,2110.05365,2.81387022906221,2.81201558528933,284.301998168639,189.534665445759,22,1.65,0.999025877503221,189.719475454877
2024-06-06 14:40:16,"DIT_03_BL2",1.5,2454.178585,3.27907876363235,3.27633761134912,331.246147586974,220.830765057983,22,1.65,0.999025877503221,221.046091028078
2024-06-06 14:45:16,"DIT_03_FC2",1.5,1957.143133,2.60715670644598,2.60541950020774,263.414603337052,175.609735558035,22,0,0.99777303695451,176.001684806042
2024-06-06 14:50:15,"DIT_03_FL2",1.5,1645.52577,2.1858938392613,2.18483394611832,220.892323569466,147.261549046311,22,0,0.99777303695451,147.590227027777
2024-06-06 14:55:12,"DIT_03_SC2",1.5,2010.482402,2.67926389962723,2.67718619590112,270.670400600171,180.446933733447,22,3.3,1.00027384165529,180.397533374298
2024-06-06 15:00:10,"DIT_03_SL2",1.5,2421.350832,3.23470025654636,3.23137829636238,326.70064536647,217.800430244314,22,3.3,1.00027384165529,217.740803742193
2024-06-06 15:05:10,"DIT_03_BC3",1.5,2157.702162,2.8782843187938,2.87556372338889,290.726878150143,193.817918766762,22,1.65,0.999025877503221,194.006905257704
2024-06-06 15:10:11,"DIT_03_BL3",1.5,2588.252569,3.46032794169792,3.45616931527625,349.427594741113,232.951729827409,22,1.65,0.999025877503221,233.178874614945
2024-06-06 15:15:12,"DIT_03_FC3",1.5,1933.630367,2.5753707522705,2.5731051464002,260.147539169601,173.431692779734,22,0,0.99777303695451,173.818780781146
2024-06-06 15:20:11,"DIT_03_FL3",1.5,1676.688831,2.22802191678794,2.22651084641831,225.105965234451,150.070643489634,22,0,0.99777303695451,150.405591183033
2024-06-06 15:25:10,"DIT_03_SC3",1.5,2146.096421,2.8625949885126,2.85940169234617,289.092855300502,192.728570200335,22,3.3,1.00027384165529,192.675807538264
2024-06-06 15:30:09,"DIT_03_SL3",1.5,2481.479597,3.31598589384307,3.31146317709272,334.797432501592,223.198288334395,22,3.3,1.00027384165529,223.13718407855
