"Start Time","Sample Name","Volume (ml)","Area (net)","CRM Volume (ml)","Drift","DIC Content (1x10-9 mol)","DIC (umol/L)","Rm Temp","Salinity","Density (kg/L)","DIC' (umol/kg)"
"2024-06-06 10:47:02","junk",0.8,1100.963526,1.44972224067178,1.44922350859722,293.409810477114,366.762263096393,22,0,0.99777303695451,367.580852070183
"2024-06-06 13:41:04","DIT_03_BC1-1",1.5,2007.440885,2.67515219622382,2.67467827097412,541.515397672093,361.010265114729,22,1.65,0.999025877503221,361.362276237499
"2024-06-06 13:45:09","DIT_03_BC1-2",1.5,2028.338978,2.70340348007757,2.70282673158332,547.214335374644,364.809556916429,22,1.65,0.999025877503221,365.165272623534
"2024-06-06 13:50:13","DIT_03_BL1-1",1.5,2314.633231,3.09043306249938,3.08950017159413,625.500245089097,417.000163392731,22,1.65,0.999025877503221,417.406768716446
"2024-06-06 13:54:15","DIT_03_BL1-2",1.5,2334.802805,3.11769949108132,3.11662644421377,630.992230597933,420.661487065289,22,1.65,0.999025877503221,421.071662444432
"2024-06-06 13:59:15","DIT_03_FC1-1",1.5,1765.522283,2.34811225556484,2.3475130568088,475.277524139481,316.851682759654,22,0,0.99777303695451,317.558874638241
"2024-06-06 14:03:16","DIT_03_FC1-2",1.5,1778.861832,2.36614545052095,2.36547024036519,478.913135756824,319.275423837883,22,0,0.99777303695451,319.988025345326
"2024-06-06 14:08:15","DIT_03_FL1-1",1.5,1632.300546,2.16801519563322,2.16746121761251,438.824226424367,292.549484282911,22,0,0.99777303695451,293.202435271108
"2024-06-06 14:12:15","DIT_03_FL1-2",1.5,1645.022327,2.1852132551,2.18459571704403,442.293277403043,294.862184935362,22,0,0.99777303695451,295.520297717571
"2024-06-06 14:17:11","DIT_03_SC1-1",1.5,2031.906183,2.70822583975506,2.70693555512984,548.046207843533,365.364138562356,22,3.3,1.00027384165529,365.264114032751
"2024-06-06 14:21:13","DIT_03_SC1-2",1.5,2041.253857,2.72086258089438,2.71946687270467,550.58329856339,367.055532375593,22,3.3,1.00027384165529,366.955044798709
"2024-06-06 14:26:13","DIT_03_SL1-1",1.5,2341.091024,3.12620027916297,3.12414119308166,632.513666751866,421.675777834578,22,3.3,1.00027384165529,421.560337054074
"2024-06-06 14:30:16","DIT_03_SL1-2",1.5,2359.220376,3.15070861441809,3.1484900376691,637.44333414503,424.962222763353,22,3.3,1.00027384165529,424.845882263711
"2024-06-06 14:35:16","DIT_03_BC2",1.5,2110.05365,2.81387022906221,2.81201558528933,569.320712121944,379.547141414629,22,1.65,0.999025877503221,379.917227332688
"2024-06-06 14:40:16","DIT_03_BL2",1.5,2454.178585,3.27907876363235,3.27633761134912,663.327355581946,442.218237054631,22,1.65,0.999025877503221,442.649431824358
"2024-06-06 14:45:16","DIT_03_FC2",1.5,1957.143133,2.60715670644598,2.60541950020774,527.493266038229,351.662177358819,22,0,0.99777303695451,352.447063945718
"2024-06-06 14:50:15","DIT_03_FL2",1.5,1645.52577,2.1858938392613,2.18483394611832,442.341509264536,294.894339509691,22,0,0.99777303695451,295.552524058771
"2024-06-06 14:55:12","DIT_03_SC2",1.5,2010.482402,2.67926389962723,2.67718619590112,542.023152185567,361.348768123711,22,3.3,1.00027384165529,361.249842868767
"2024-06-06 15:00:10","DIT_03_SL2",1.5,2421.350832,3.23470025654636,3.23137829636238,654.224892082572,436.149928055048,22,3.3,1.00027384165529,436.030524734398
"2024-06-06 15:05:10","DIT_03_BC3",1.5,2157.702162,2.8782843187938,2.87556372338889,582.186668991505,388.124445994337,22,1.65,0.999025877503221,388.502895404815
"2024-06-06 15:10:11","DIT_03_BL3",1.5,2588.252569,3.46032794169792,3.45616931527625,699.736084707593,466.490723138395,22,1.65,0.999025877503221,466.945585337844
"2024-06-06 15:15:12","DIT_03_FC3",1.5,1933.630367,2.5753707522705,2.5731051464002,520.950901544336,347.300601029557,22,0,0.99777303695451,348.075752868226
"2024-06-06 15:20:11","DIT_03_FL3",1.5,1676.688831,2.22802191678794,2.22651084641831,450.779415043562,300.519610029041,22,0,0.99777303695451,301.190349807721
"2024-06-06 15:25:10","DIT_03_SC3",1.5,2146.096421,2.8625949885126,2.85940169234617,578.914503975524,385.943002650349,22,3.3,1.00027384165529,385.83734431331
"2024-06-06 15:30:09","DIT_03_SL3",1.5,2481.479597,3.31598589384307,3.31146317709272,670.438878081127,446.959252054085,22,3.3,1.00027384165529,446.83688950062
